id,name,email,phone,gpa,skills,education,college,location,category,past_internships,preferred_companies,github_profile,linkedin_profile,resume_score,availability_start,preferred_duration,expected_stipend,willingness_to_relocate,is_rural,is_female,experience,created_at
STU00764,Priya Z. Aggarwal,priyaaggarwal764@email.com,6219077257,6.03,"python, django, xamarin, c#",B.Sc Computer Science,RV College,Pune,rural,1,"Axis Bank, HCL Technologies, Freshworks, Netflix",https://github.com/priyaaggarwal764,https://linkedin.com/in/priya-aggarwal-764,74.9,2025-12-21,3,55272,Preferred,True,False,18,2025-09-13T14:12:36.503555
STU00765,Aadhya Chopra,aadhya765@college.ac.in,5565478545,9.5,"sketch, aws, figma, excel, jenkins, google cloud, vue.js, terraform, pandas, azure",M.Tech CSE,SRM Chennai,Bangalore,rural,0,"Zomato, KPMG, ICICI Bank",https://github.com/aadhyachopra765,https://linkedin.com/in/aadhya-chopra-765,75.5,2025-12-17,3,19591,Yes,True,False,22,2025-09-05T14:12:36.504120
STU00766,Ananya Bansal,ananyabansal766@email.com,+915808500780,7.25,"node.js, penetration testing, cassandra, react, network security, xamarin, business analysis, express.js, django",B.E Computer Science,IIT Madras,Hyderabad,general,0,"PhonePe, Unacademy, TCS, BYJU'S, EY, Infosys, HCL Technologies, Ola",https://github.com/ananyabansal766,https://linkedin.com/in/ananya-bansal-766,89.8,2025-11-10,12,47728,Preferred,False,False,0,2025-09-13T14:12:36.504120
STU00767,Ravi X. Pandey,pandey.ravi@gmail.com,01158271025,6.41,"node.js, python, jenkins, angular, vue.js, network security, redis, flask, express.js, sap",B.Sc Computer Science,VIT Vellore,Bangalore,general,2,"Swiggy, Freshworks, Zomato, Morgan Stanley, Paytm, Meta, Accenture",https://github.com/ravipandey767,https://linkedin.com/in/ravi-pandey-767,75.6,2025-12-25,3,16564,No,False,True,0,2025-09-06T14:12:36.505152
STU00768,Harsh M. Kumar,harshkumar768@email.com,+917899798118,8.6,"flutter, penetration testing, firewall, ethical hacking, ansible, mongodb, network security, azure, natural language processing",MCA,IIT Guwahati,Jaipur,general,0,"Axis Bank, Deloitte, PwC",https://github.com/harshkumar768,,89.5,2025-12-22,12,42555,Yes,False,True,4,2025-09-24T14:12:36.505152
STU00769,Amit Sharma,sharma.amit@gmail.com,+913364248688,8.94,"postgresql, c#, power bi, react, business analysis, sap",M.Tech CSE,SRM Chennai,Kolkata,female,4,"Meta, HCL Technologies, McKinsey, BYJU'S, Accenture, Morgan Stanley, Paytm",https://github.com/amitsharma769,https://linkedin.com/in/amit-sharma-769,72.8,2025-12-11,3,31168,Yes,False,True,16,2025-09-18T14:12:36.505152
STU00770,Fatima Nair,nair.fatima@gmail.com,07978315925,8.19,"sketch, reinforcement learning, c++, computer vision, neural networks, machine learning",MCA,SRM Chennai,Pune,general,2,"Wipro, Zomato, Apple, Infosys, Paytm",https://github.com/fatimanair770,https://linkedin.com/in/fatima-nair-770,81.5,2025-12-05,3,71559,Preferred,False,False,21,2025-09-01T14:12:36.505152
STU00771,Daksh Joshi,dakshjoshi771@email.com,6888111567,8.28,"sketch, computer vision, ruby, wireframing",B.Tech CSE,IIT Bombay,Mumbai,general,0,"KPMG, Amazon, Google, BYJU'S, Microsoft",https://github.com/dakshjoshi771,,92.0,2025-11-24,6,15653,No,False,True,5,2025-09-16T14:12:36.506183
STU00772,Arnav G. Thakur,thakur.arnav@gmail.com,04997964381,7.95,"figma, flutter, penetration testing, firewall, ethical hacking, computer vision, cryptography, network security, natural language processing, adobe illustrator",B.Sc Computer Science,Manipal Institute,Kolkata,general,0,"Swiggy, Wipro, Tech Mahindra, Zomato, KPMG, HCL Technologies, Paytm, EY",https://github.com/arnavthakur772,https://linkedin.com/in/arnav-thakur-772,62.6,2025-12-26,3,58376,No,False,True,16,2025-08-28T14:12:36.506183
STU00773,Nisha Thakur,nishathakur773@email.com,8731649486,9.03,"postgresql, go, ui/ux design, wireframing",B.Tech CSE,BMS College,Chennai,general,0,"Swiggy, Wipro, Deloitte, Cognizant",https://github.com/nishathakur773,https://linkedin.com/in/nisha-thakur-773,88.7,2025-12-26,3,18669,No,False,False,5,2025-09-05T14:12:36.506183
STU00774,Aarav C. Pandey,pandey.aarav@gmail.com,1001108556,7.08,"c++, firewall, java, angular, cryptography, network security, tableau",B.Tech CSE,IIT Bombay,Ahmedabad,general,1,"HCL Technologies, Swiggy, Amazon, KPMG",https://github.com/aaravpandey774,https://linkedin.com/in/aarav-pandey-774,71.8,2025-12-15,12,37480,Preferred,False,False,12,2025-08-30T14:12:36.506183
STU00775,Diya U. Mittal,diya.mittal@student.edu,04263143332,8.88,"jenkins, c++, google cloud, firewall",B.Tech IT,NIT Trichy,Chennai,rural,0,"Tech Mahindra, Amazon, Apple, Swiggy, ICICI Bank, Meta",https://github.com/diyamittal775,https://linkedin.com/in/diya-mittal-775,74.7,2025-11-01,12,37855,Preferred,True,False,12,2025-09-01T14:12:36.506183
STU00776,Sneha Agarwal,sneha776@college.ac.in,3426937285,6.18,"aws, postgresql, penetration testing, kotlin, redis",B.Tech ECE,IIT Delhi,Gurgaon,rural,1,"KPMG, EY, Swiggy, Ola, Zomato, Accenture",https://github.com/snehaagarwal776,https://linkedin.com/in/sneha-agarwal-776,77.5,2025-11-03,3,21601,Yes,True,False,20,2025-09-22T14:12:36.507233
STU00777,Rita Malhotra,ritamalhotra777@email.com,+912407888723,8.76,"python, c++, java, c#, php, xamarin, flask, azure, natural language processing",M.Tech CSE,VIT Vellore,Bangalore,general,1,"Microsoft, Cognizant, Accenture",https://github.com/ritamalhotra777,https://linkedin.com/in/rita-malhotra-777,80.3,2025-11-28,12,30256,Yes,False,False,9,2025-09-01T14:12:36.507233
STU00778,Sara Chauhan,sara778@college.ac.in,07116156732,6.78,"photoshop, powerpoint, vue.js, sap",B.Tech IT,IIT Bombay,Pune,general,0,"HCL Technologies, Paytm, Tech Mahindra, Netflix",https://github.com/sarachauhan778,,68.6,2025-12-26,12,53192,No,False,True,3,2025-09-02T14:12:36.507233
STU00779,Aditya K. Iyer,adityaiyer779@email.com,02594339578,8.51,"java, c#, cassandra, xamarin, machine learning",MCA,IIIT Hyderabad,Surat,female,1,"ICICI Bank, Goldman Sachs, Amazon, KPMG, TCS, Zomato",https://github.com/adityaiyer779,https://linkedin.com/in/aditya-iyer-779,91.7,2025-12-13,6,47083,Yes,False,True,22,2025-09-26T14:12:36.507233
STU00780,Harsh T. Nair,harsh780@college.ac.in,1563841439,6.92,"penetration testing, firewall, ethical hacking, oracle, kotlin, network security, express.js, natural language processing",B.Tech CSE,BMS College,Ahmedabad,rural,1,"Amazon, Deloitte, Paytm, KPMG, Google",https://github.com/harshnair780,https://linkedin.com/in/harsh-nair-780,90.8,2025-11-04,6,20530,No,True,False,23,2025-09-20T14:12:36.508233
STU00781,Rohan Malhotra,rohan781@college.ac.in,+914994560466,8.9,"mysql, excel, pytorch, tensorflow, tableau, scikit-learn",B.Tech IT,Manipal Institute,Kolkata,reserved,3,"Microsoft, Deloitte, Morgan Stanley, BYJU'S, Axis Bank, EY, Google, Cognizant",https://github.com/rohanmalhotra781,https://linkedin.com/in/rohan-malhotra-781,66.3,2025-11-11,6,17188,No,False,False,19,2025-09-14T14:12:36.508233
STU00782,Anaya Iyer,iyer.anaya@gmail.com,8627060438,7.91,"photoshop, postgresql, figma, oracle, cassandra, angular, kotlin, mongodb",B.Tech ECE,Manipal Institute,Mumbai,general,0,"HDFC Bank, Tech Mahindra, JP Morgan, KPMG, Apple, Netflix, Unacademy, HCL Technologies",https://github.com/anayaiyer782,,74.2,2025-12-15,6,78600,No,False,True,1,2025-08-30T14:12:36.508233
STU00783,Saanvi O. Verma,saanvi783@college.ac.in,+918599846312,8.33,"photoshop, node.js, flutter, wireframing, kotlin, xamarin",B.Tech CSE,IIT Bombay,Chennai,general,2,"Meta, TCS, KPMG, Zomato",https://github.com/saanviverma783,https://linkedin.com/in/saanvi-verma-783,91.5,2025-12-20,12,38523,Preferred,False,False,5,2025-09-19T14:12:36.508233
STU00784,Saanvi Gupta,saanvigupta784@email.com,+913477958623,8.47,"aws, c++, flutter, c#, java, computer vision, redis, go",B.Tech CSE,BITS Pilani,Noida,general,0,"EY, Freshworks, Netflix, Deloitte, Ola, McKinsey",https://github.com/saanvigupta784,https://linkedin.com/in/saanvi-gupta-784,92.4,2025-11-24,6,76662,Preferred,False,True,16,2025-09-03T14:12:36.509234
STU00785,Kavya Verma,kavya.verma@student.edu,09322806394,6.72,"reinforcement learning, kubernetes, computer vision, react, neural networks, deep learning",B.E Computer Science,BMS College,Bangalore,rural,1,"PhonePe, Axis Bank, Amazon, Infosys",https://github.com/kavyaverma785,https://linkedin.com/in/kavya-verma-785,92.6,2025-12-05,3,48597,No,True,False,20,2025-09-12T14:12:36.509234
STU00786,Khushi Goyal,goyal.khushi@gmail.com,+911644994580,6.61,"reinforcement learning, computer vision, react, go, express.js",B.Sc Computer Science,BMS College,Chennai,general,3,"Apple, Freshworks, HCL Technologies, Unacademy, PhonePe, Amazon, Swiggy, BYJU'S",,https://linkedin.com/in/khushi-goyal-786,86.6,2025-11-29,6,68119,Preferred,False,True,14,2025-08-28T14:12:36.509234
STU00787,Saanvi A. Shah,saanvi787@college.ac.in,7331946212,8.21,"computer vision, neural networks, flutter, vue.js",B.Tech IT,IIT Roorkee,Gurgaon,general,0,"BYJU'S, HCL Technologies, Amazon",,https://linkedin.com/in/saanvi-shah-787,73.9,2025-10-28,6,20019,No,False,False,0,2025-09-01T14:12:36.509234
STU00788,Ira Rajput,irarajput788@email.com,05462897450,7.82,"ios, mysql, postgresql, swift, pytorch, react native, business analysis",B.Tech CSE,RV College,Chennai,reserved,0,"Zomato, BYJU'S, Deloitte, Ola, Wipro, Freshworks, Unacademy",https://github.com/irarajput788,https://linkedin.com/in/ira-rajput-788,83.3,2025-12-13,6,38002,No,False,True,7,2025-09-19T14:12:36.510233
STU00789,Dev Nair,nair.dev@gmail.com,+917402617901,8.21,"mongodb, kotlin, swift, ruby",B.Tech CSE,NIT Warangal,Bangalore,general,1,"Ola, McKinsey, EY, PhonePe, Wipro, Microsoft, Google",https://github.com/devnair789,https://linkedin.com/in/dev-nair-789,61.0,2025-11-27,6,22725,Preferred,False,False,17,2025-09-18T14:12:36.510233
STU00790,Vikram Thakur,vikram.thakur@student.edu,0026870761,7.91,"photoshop, wireframing, ui/ux design, mongodb, django, adobe illustrator",M.Tech AI/ML,NIT Warangal,Chennai,general,1,"Flipkart, JP Morgan, Paytm, HCL Technologies, Unacademy",https://github.com/vikramthakur790,https://linkedin.com/in/vikram-thakur-790,74.9,2025-11-08,3,77989,No,False,False,5,2025-09-19T14:12:36.510233
STU00791,Vihaan K. Kumar,vihaan791@college.ac.in,+912853525389,6.46,"mysql, postgresql, photoshop, rust, spring boot, oracle, cassandra, redis, sap",B.Tech ECE,NIT Trichy,Mumbai,general,1,"PwC, Goldman Sachs, Freshworks, McKinsey, Tech Mahindra, Microsoft, Google, Morgan Stanley",https://github.com/vihaankumar791,https://linkedin.com/in/vihaan-kumar-791,76.2,2025-10-29,6,22903,Preferred,False,True,12,2025-09-19T14:12:36.510233
STU00792,Anaya Chauhan,anayachauhan792@email.com,07314758823,6.76,"ios, android, swift, flutter, computer vision, react native, angular, redis",MBA,IIT Guwahati,Kolkata,female,0,"Apple, Infosys, ICICI Bank, EY, PwC, Wipro, McKinsey, Meta",https://github.com/anayachauhan792,https://linkedin.com/in/anaya-chauhan-792,72.4,2025-12-06,3,60554,Preferred,False,True,13,2025-09-05T14:12:36.510233
STU00793,Fatima Singh,fatima.singh@student.edu,00037193534,8.06,"flutter, angular, react native, docker, flask, express.js",B.Tech CSE,BITS Pilani,Ahmedabad,general,1,"PhonePe, Accenture, Morgan Stanley, Google, Zomato",https://github.com/fatimasingh793,,71.8,2025-12-12,12,34900,Preferred,False,False,10,2025-09-13T14:12:36.511233
STU00794,Karan M. Aggarwal,karan.aggarwal@student.edu,+910900925823,9.25,"powerpoint, node.js, python, vue.js, react, terraform, flask, express.js, django",B.E Computer Science,Manipal Institute,Gurgaon,general,1,"Accenture, Goldman Sachs, Wipro, Amazon, KPMG, Microsoft",,https://linkedin.com/in/karan-aggarwal-794,80.3,2025-11-10,12,44618,Preferred,False,False,7,2025-09-08T14:12:36.511233
STU00795,Saanvi Goel,saanvigoel795@email.com,0906853111,7.95,"aws, node.js, kubernetes, penetration testing, vue.js, react, business analysis, django",MCA,IIIT Hyderabad,Chennai,general,1,"PhonePe, Meta, TCS, PwC, HDFC Bank, Axis Bank, Infosys, Wipro",,https://linkedin.com/in/saanvi-goel-795,61.8,2025-10-27,12,77083,No,False,False,16,2025-09-15T14:12:36.511233
STU00796,Ira C. Chopra,chopra.ira@gmail.com,09119131997,8.79,"node.js, numpy, spring boot, vue.js, express.js, django, project management",B.Tech CSE,IIT Roorkee,Ahmedabad,general,0,"Wipro, EY, TCS, PwC",https://github.com/irachopra796,,92.8,2025-11-23,12,52078,Yes,False,False,10,2025-09-07T14:12:36.511233
STU00797,Ayaan Goyal,goyal.ayaan@gmail.com,+910381531380,7.69,"figma, node.js, python, r, firewall, pytorch, tensorflow, computer vision, pandas, deep learning",B.Tech CSE,RV College,Hyderabad,general,0,"Apple, EY, Accenture",https://github.com/ayaangoyal797,https://linkedin.com/in/ayaan-goyal-797,65.0,2025-12-21,3,16109,Yes,False,False,8,2025-09-14T14:12:36.512233
STU00798,Sunita Kumar,sunita798@college.ac.in,05413177562,8.18,"java, oracle, power bi, kotlin, php, business analysis, sap",B.Tech ECE,BITS Pilani,Jaipur,general,1,"KPMG, Amazon, PwC, Deloitte, Infosys, PhonePe, HDFC Bank",https://github.com/sunitakumar798,https://linkedin.com/in/sunita-kumar-798,82.3,2025-11-18,3,50879,Preferred,False,False,20,2025-09-23T14:12:36.512233
STU00799,Rahul R. Shah,rahulshah799@email.com,+919531071469,6.59,"elasticsearch, excel, pytorch, scikit-learn, terraform, pandas, machine learning",B.E Computer Science,NIT Calicut,Noida,general,1,"Paytm, Deloitte, ICICI Bank, Infosys",,https://linkedin.com/in/rahul-shah-799,92.2,2025-11-14,3,44456,Yes,False,False,1,2025-09-24T14:12:36.512233
STU00800,Tara Gupta,taragupta800@email.com,1903627066,8.66,"photoshop, reinforcement learning, pytorch, tensorflow, neural networks",B.Tech IT,IIT Bombay,Surat,general,0,"Accenture, Wipro, Google, Microsoft, PhonePe, Freshworks, Zomato, Meta",https://github.com/taragupta800,https://linkedin.com/in/tara-gupta-800,84.4,2025-10-29,6,75297,No,False,True,24,2025-09-21T14:12:36.512233
STU00801,Rohan F. Chopra,rohan801@college.ac.in,+913170407949,7.62,"r, rust, pytorch, pandas, neural networks, scikit-learn, deep learning",B.Sc Computer Science,IIT Kharagpur,Kolkata,general,0,"Apple, McKinsey, EY, Google, Accenture, KPMG, Morgan Stanley",https://github.com/rohanchopra801,https://linkedin.com/in/rohan-chopra-801,71.6,2025-12-10,12,35856,No,False,False,1,2025-09-17T14:12:36.513233
STU00802,Shaurya Verma,shaurya802@college.ac.in,+913136058270,6.89,"aws, reinforcement learning, kubernetes, ui/ux design, cryptography",B.Tech CSE,Manipal Institute,Surat,rural,2,"Amazon, JP Morgan, KPMG, Accenture, Cognizant",https://github.com/shauryaverma802,https://linkedin.com/in/shaurya-verma-802,78.7,2025-12-17,6,55411,No,True,True,18,2025-09-16T14:12:36.513233
STU00803,Riya S. Singh,singh.riya@gmail.com,+914444084774,6.64,"xamarin, elasticsearch, postgresql, google cloud, penetration testing, pytorch, cassandra, redis, deep learning",B.E Computer Science,VIT Vellore,Kolkata,general,2,"Morgan Stanley, Netflix, Ola, Meta, Goldman Sachs, Swiggy, Unacademy",,https://linkedin.com/in/riya-singh-803,93.4,2025-11-20,3,72796,Yes,False,False,10,2025-08-31T14:12:36.513233
STU00804,Reyansh S. Mishra,reyansh.mishra@student.edu,02730642360,6.87,"android, swift, python, rust, firewall, cryptography, javascript",B.E Computer Science,NIT Warangal,Hyderabad,general,1,"Morgan Stanley, TCS, JP Morgan, Meta, Zomato",https://github.com/reyanshmishra804,https://linkedin.com/in/reyansh-mishra-804,64.1,2025-11-19,3,38347,Yes,False,True,13,2025-09-17T14:12:36.513233
STU00805,Rahul Tiwari,rahultiwari805@email.com,2470205126,9.02,"figma, photoshop, wireframing, ui/ux design, vue.js, angular, network security, redis",M.Tech CSE,BITS Pilani,Delhi,reserved,0,"Google, McKinsey, Cognizant, Deloitte, HDFC Bank",,https://linkedin.com/in/rahul-tiwari-805,75.3,2025-11-15,6,28325,Preferred,False,True,18,2025-09-04T14:12:36.514247
STU00806,Reyansh Shah,shah.reyansh@gmail.com,09907267977,7.85,"ios, photoshop, reinforcement learning, ethical hacking, tensorflow, ui/ux design, adobe illustrator",B.Tech CSE,IIT Madras,Kolkata,reserved,1,"JP Morgan, Netflix, Google, KPMG",https://github.com/reyanshshah806,https://linkedin.com/in/reyansh-shah-806,75.4,2025-11-18,3,18409,Yes,False,False,20,2025-09-12T14:12:36.514247
STU00807,Riya Iyer,riya807@college.ac.in,+916098672264,6.81,"postgresql, penetration testing, ethical hacking, ansible, project management",B.Sc Computer Science,BITS Pilani,Bangalore,general,1,"Paytm, Microsoft, HCL Technologies, BYJU'S, Goldman Sachs, JP Morgan, Zomato",https://github.com/riyaiyer807,https://linkedin.com/in/riya-iyer-807,85.5,2025-11-14,12,29297,Preferred,False,True,8,2025-09-09T14:12:36.514247
STU00808,Khushi Kapoor,kapoor.khushi@gmail.com,1388695196,6.57,"reinforcement learning, excel, google cloud, angular, react, vue.js, kotlin, flask, express.js, django",B.Tech CSE,IIT Kharagpur,Pune,general,1,"BYJU'S, PhonePe, Zomato",https://github.com/khushikapoor808,https://linkedin.com/in/khushi-kapoor-808,85.0,2025-11-23,3,76922,Preferred,False,False,1,2025-09-01T14:12:36.514247
STU00809,Lata Rajput,latarajput809@email.com,3361045236,8.37,"aws, swift, excel, jenkins, ethical hacking, ansible, redis, azure",M.Tech CSE,BITS Pilani,Ahmedabad,female,0,"TCS, Cognizant, Tech Mahindra",https://github.com/latarajput809,https://linkedin.com/in/lata-rajput-809,64.0,2025-12-24,6,47869,Yes,False,True,11,2025-09-12T14:12:36.514247
STU00810,Pihu Mehta,pihu810@college.ac.in,2014735545,8.43,"powerpoint, android, ansible, swift",B.E Computer Science,IIT Roorkee,Delhi,general,1,"McKinsey, Unacademy, Freshworks, Cognizant, ICICI Bank, Axis Bank, Swiggy",https://github.com/pihumehta810,https://linkedin.com/in/pihu-mehta-810,66.8,2025-10-28,6,61525,No,False,True,0,2025-09-25T14:12:36.515247
STU00811,Khushi Patel,khushi.patel@student.edu,+914931941204,7.52,"penetration testing, ethical hacking, firewall, pytorch, angular, cryptography, terraform, express.js",B.Tech CSE,IIT Kharagpur,Hyderabad,female,0,"PwC, Cognizant, Wipro, Ola, HDFC Bank",https://github.com/khushipatel811,https://linkedin.com/in/khushi-patel-811,77.9,2025-12-04,12,60186,Yes,False,True,1,2025-09-07T14:12:36.515247
STU00812,Darsh O. Kapoor,darsh.kapoor@student.edu,0158471233,7.59,"photoshop, rust, penetration testing, java, c#, pandas, javascript",BCA,NIT Surathkal,Noida,rural,2,"Accenture, Unacademy, JP Morgan, Amazon, Zomato",https://github.com/darshkapoor812,https://linkedin.com/in/darsh-kapoor-812,89.5,2025-11-02,6,63953,Preferred,True,False,16,2025-09-05T14:12:36.515247
STU00813,Rekha Sharma,rekha813@college.ac.in,0096493689,9.32,"neural networks, vue.js, natural language processing, project management",B.Tech CSE,IIT Madras,Jaipur,rural,2,"Google, BYJU'S, Meta, Microsoft, HDFC Bank, Freshworks, Wipro, Swiggy",https://github.com/rekhasharma813,https://linkedin.com/in/rekha-sharma-813,61.7,2025-11-25,3,67528,Preferred,True,False,4,2025-09-10T14:12:36.515247
STU00814,Nikhil Kumar,nikhil.kumar@student.edu,6194508341,9.57,"mysql, reinforcement learning, swift, kubernetes, xamarin",M.Tech CSE,IIT Kanpur,Pune,rural,2,"ICICI Bank, Axis Bank, Tech Mahindra",https://github.com/nikhilkumar814,,74.8,2025-11-30,3,43723,No,True,False,11,2025-08-29T14:12:36.515247
STU00815,Amit V. Iyer,amit.iyer@student.edu,+919535285165,7.37,"python, angular, react, php, business analysis, django",B.Tech CSE,IIT Kharagpur,Kolkata,general,0,"Flipkart, Netflix, Paytm, Ola",https://github.com/amitiyer815,,89.3,2025-12-23,3,29053,Yes,False,True,16,2025-09-18T14:12:36.516529
STU00816,Myra T. Mishra,myramishra816@email.com,05276501435,8.13,"aws, elasticsearch, kubernetes, ethical hacking, oracle, react native, ansible, terraform, azure, deep learning",B.E Computer Science,NIT Surathkal,Delhi,general,1,"Meta, PhonePe, Goldman Sachs, JP Morgan, Amazon, Flipkart, Freshworks",https://github.com/myramishra816,https://linkedin.com/in/myra-mishra-816,89.6,2025-11-22,6,60041,Preferred,False,True,6,2025-08-29T14:12:36.516529
STU00817,Karan L. Mehta,karanmehta817@email.com,1031078570,8.18,"pytorch, cassandra, react native, vue.js, flask, django, sap",B.Tech IT,NIT Warangal,Kolkata,general,0,"Freshworks, Cognizant, EY, ICICI Bank, Goldman Sachs, Microsoft, TCS",https://github.com/karanmehta817,https://linkedin.com/in/karan-mehta-817,89.0,2025-10-27,3,61244,Yes,False,False,19,2025-09-13T14:12:36.517554
STU00818,Geeta J. Thakur,geeta818@college.ac.in,+911731089613,8.62,"kubernetes, google cloud, rust, terraform, ansible, docker, scikit-learn",BCA,IIT Bombay,Surat,reserved,1,"Axis Bank, Ola, Infosys, Goldman Sachs, McKinsey, PwC",https://github.com/geetathakur818,,70.4,2025-12-26,6,20183,Preferred,False,True,23,2025-09-17T14:12:36.517554
STU00819,Amit Verma,amitverma819@email.com,+914724140250,6.98,"elasticsearch, figma, cassandra, php, mongodb",B.Tech ECE,VIT Vellore,Noida,general,2,"Axis Bank, Accenture, Goldman Sachs, PhonePe, HCL Technologies, TCS, McKinsey",,https://linkedin.com/in/amit-verma-819,91.8,2025-12-11,12,68442,Yes,False,True,20,2025-09-06T14:12:36.517554
STU00820,Amit Mehta,amit820@college.ac.in,04089286289,9.14,"reinforcement learning, r, numpy, rust, penetration testing, computer vision, ansible, neural networks, django, natural language processing",B.E Computer Science,IIT Madras,Pune,rural,0,"Morgan Stanley, Apple, Infosys, Zomato, PwC, Goldman Sachs",,https://linkedin.com/in/amit-mehta-820,62.5,2025-11-15,3,24486,No,True,False,13,2025-09-07T14:12:36.517554
STU00821,Ananya A. Yadav,ananya821@college.ac.in,+910846272839,6.7,"ios, elasticsearch, reinforcement learning, pytorch, computer vision, network security, neural networks, natural language processing",B.Tech IT,IIT Kanpur,Gurgaon,general,0,"ICICI Bank, Wipro, EY, Infosys, PhonePe",https://github.com/ananyayadav821,https://linkedin.com/in/ananya-yadav-821,87.6,2025-12-03,6,53521,No,False,True,13,2025-09-12T14:12:36.517554
STU00822,Advaith Tiwari,advaithtiwari822@email.com,+919656970958,8.33,"reinforcement learning, node.js, rust, computer vision, php, pandas, neural networks",B.E Computer Science,NIT Surathkal,Ahmedabad,rural,0,"PwC, Morgan Stanley, Goldman Sachs, Apple, Wipro, Accenture, HDFC Bank, Unacademy",https://github.com/advaithtiwari822,https://linkedin.com/in/advaith-tiwari-822,77.8,2025-12-20,6,48132,No,True,True,0,2025-09-12T14:12:36.518944
STU00823,Fatima C. Verma,fatima.verma@student.edu,1794870635,8.28,"sketch, flutter, rust, wireframing, pytorch",B.Tech CSE,PES University,Mumbai,general,1,"Apple, Swiggy, PwC, Meta, Morgan Stanley, Freshworks",https://github.com/fatimaverma823,https://linkedin.com/in/fatima-verma-823,79.6,2025-12-07,3,40029,No,False,False,19,2025-09-12T14:12:36.518944
STU00824,Ishaan Nair,ishaannair824@email.com,+911319020520,7.07,"numpy, pytorch, redis, powerpoint, django, deep learning",B.Tech ECE,NIT Warangal,Kolkata,rural,0,"Google, ICICI Bank, JP Morgan, Wipro, Unacademy, Zomato, Axis Bank",https://github.com/ishaannair824,https://linkedin.com/in/ishaan-nair-824,76.3,2025-11-18,3,45296,No,True,True,22,2025-09-15T14:12:36.518944
STU00825,Myra Nair,myranair825@email.com,3040564628,6.53,"numpy, react, network security, deep learning",B.Tech CSE,NIT Trichy,Noida,general,1,"Paytm, Amazon, PhonePe, BYJU'S, Tech Mahindra, Apple",https://github.com/myranair825,https://linkedin.com/in/myra-nair-825,62.1,2025-12-02,3,37496,Preferred,False,False,0,2025-09-16T14:12:36.518944
STU00826,Anika Malhotra,anika.malhotra@student.edu,+915767097879,8.96,"aws, android, node.js, excel, firewall, kotlin, tableau, business analysis, powerpoint, machine learning, sap, project management",M.Tech AI/ML,IIT Madras,Mumbai,rural,2,"Unacademy, Netflix, Morgan Stanley",https://github.com/anikamalhotra826,https://linkedin.com/in/anika-malhotra-826,65.9,2025-10-31,6,15784,Yes,True,False,15,2025-09-01T14:12:36.518944
STU00827,Geeta Kumar,kumar.geeta@gmail.com,06562219115,8.69,"aws, photoshop, figma, flask, rust, wireframing, java, ui/ux design, tableau, adobe illustrator",B.Tech ECE,NIT Trichy,Bangalore,female,0,"Wipro, TCS, HDFC Bank",,https://linkedin.com/in/geeta-kumar-827,86.4,2025-11-11,3,72704,Preferred,False,True,6,2025-09-19T14:12:36.520118
STU00828,Keya Pandey,keya828@college.ac.in,07685577898,7.72,"rust, computer vision, php, react native, javascript",MBA,BMS College,Noida,general,2,"Swiggy, Apple, EY, Axis Bank, Infosys, Flipkart",https://github.com/keyapandey828,https://linkedin.com/in/keya-pandey-828,79.8,2025-12-08,6,71392,Preferred,False,False,13,2025-09-24T14:12:36.520118
STU00829,Pihu Mittal,pihu.mittal@student.edu,2623325491,7.21,"tableau, kotlin, c#, javascript",B.Tech IT,NIT Trichy,Gurgaon,female,1,"Meta, Cognizant, Accenture, Amazon, McKinsey",https://github.com/pihumittal829,https://linkedin.com/in/pihu-mittal-829,69.4,2025-11-23,6,20503,No,False,True,1,2025-09-14T14:12:36.520118
STU00830,Sunita U. Tiwari,sunita830@college.ac.in,+914881315350,6.03,"wireframing, c#, java, ethical hacking, computer vision, javascript",B.Tech IT,IIT Bombay,Chennai,general,2,"Paytm, Accenture, TCS, Wipro, PwC, EY, Flipkart, Tech Mahindra",,https://linkedin.com/in/sunita-tiwari-830,60.1,2025-11-12,12,63330,Preferred,False,False,14,2025-09-19T14:12:36.520118
STU00831,Aryan Thakur,thakur.aryan@gmail.com,0989526287,7.46,"sketch, elasticsearch, photoshop, figma, reinforcement learning, excel, spring boot, ui/ux design, tableau",B.Tech CSE,IIT Guwahati,Jaipur,female,0,"Flipkart, Tech Mahindra, PhonePe, Apple, Ola, Freshworks, Goldman Sachs",https://github.com/aryanthakur831,https://linkedin.com/in/aryan-thakur-831,77.2,2025-12-15,12,47150,Yes,False,True,8,2025-09-16T14:12:36.521118
STU00832,Saanvi Tiwari,saanvi832@college.ac.in,06733442947,8.41,"aws, mysql, photoshop, figma, penetration testing, wireframing, ui/ux design, natural language processing",BCA,IIT Roorkee,Noida,general,2,"Deloitte, Apple, Infosys",,https://linkedin.com/in/saanvi-tiwari-832,87.3,2025-11-14,3,55477,Preferred,False,False,14,2025-09-26T14:12:36.521762
STU00833,Anika Singh,anika.singh@student.edu,+918892337227,7.61,"aws, google cloud, flutter, oracle, vue.js, react, flask, express.js",B.Tech CSE,NIT Trichy,Noida,reserved,2,"Infosys, Swiggy, Meta, Microsoft",https://github.com/anikasingh833,https://linkedin.com/in/anika-singh-833,62.3,2025-12-08,6,27433,Yes,False,True,18,2025-09-25T14:12:36.522320
